opaque_id,model,model_id,condition,threshold,split,combined_i,source_file,source_i,request_id,provider,parser_status,parser_estimate
e_b2d3a11396210827786c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,38,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,28,gen-1788062081-kOCGZpCPJv2ex0z5Q75H,Modal,clear,33000000
e_ba0433ff2306d878a05e,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,39,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,29,gen-1788062043-xzlEXbSvwCUCtbdHL0dF,Modal,clear,37000000
e_643c2cdc2842728aa7e1,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,40,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,30,gen-1788062108-KyFOMwyRN0SA2ZUu3TjQ,Modal,clear,35100000
e_2da23fed9784b1854750,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,41,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,31,gen-1788061978-c0uYaow0AwjG65vSfdcV,Modal,clear,23400000
e_9d7af45da023706c7c23,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,42,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,32,gen-1788062134-3GmbdJKgmg8aVK2fApyR,Modal,clear,25000000
e_8cb9591df205afb4528b,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,43,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,33,gen-1788061976-WMESAvkVAO0nXWti2csQ,Modal,clear,35000000
e_50670426a7d8ae8ad365,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,44,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,34,gen-1788061960-10InqtfACoURUJb2WnNb,Modal,clear,40000000
e_efc2f7ad8ec0509a98a9,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,45,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,35,gen-1788062082-s6B6A2JPB4nfoSyKRh5u,Modal,clear,35000000
e_43ef7305bb62ab2be722,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,46,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,36,gen-1788061973-nfHBxbD8IhjRgwirlhf8,Modal,clear,32000000
e_a409f37fb422df8cb841,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,47,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,37,gen-1788062128-BdEGlaMOOkCSa1saZkD7,Modal,clear,23400000
e_20f2be5339cfdcb9d631,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,48,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,38,gen-1788062100-4D2xECSu1tjfUUAhcEsH,Modal,clear,24000000
e_5b59e456b8fc5bb385e9,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,49,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,39,gen-1788062058-NEO6aupgDiHL7kmlPY8G,Modal,clear,30000000
