trace_id,model_dir,condition,row_i,threshold
S0904,claude-opus-4-7_20260815_042213,above_good,24,30000000
S0905,glm-5p2_20260815_030703,below_good,86,20874000
S0906,claude-opus-4-7_20260815_042213,below_good,39,30000000
S0907,deepseek-v4-flash-0731_20260815_030703,below_good,2,23700000
S0908,glm-5p2_20260815_030703,below_good,62,20874000
S0909,minimax-m3_20260815_030703,above_good,68,50000000
S0910,deepseek-v4-pro-0813_20260815_030703,above_good,36,30000000
S0911,minimax-m3_20260815_030703,above_good,7,50000000
S0912,claude-opus-4-7_20260815_042213,above_good,84,30000000
S0913,minimax-m3_20260815_030703,above_good,30,50000000
S0914,kimi-k3_20260815_030702,above_good,81,39600000
S0915,minimax-m3_20260815_030703,below_good,26,50000000
S0916,qwen3p8-2p4t-a95b_20260815_030703,above_good,46,39500000
S0917,deepseek-v4-flash-0731_20260815_030703,above_good,63,23700000
S0918,minimax-m3_20260815_030703,below_good,56,50000000
S0919,inkling-small_20260815_192811,above_good,79,120000000
S0920,qwen3.5-122b-a10b_20260815_030702,above_good,41,41000000
S0921,kimi-k3_20260815_030702,above_good,7,39600000
S0922,qwen3p8-2p4t-a95b_20260815_030703,below_good,24,39500000
S0923,kimi-k3_20260815_030702,above_good,25,39600000
S0924,qwen3.5-122b-a10b_20260815_030702,below_good,85,41000000
S0925,qwen3p8-2p4t-a95b_20260815_030703,below_good,26,39500000
S0926,kimi-k3_20260815_030702,above_good,28,39600000
S0927,inkling-small_20260815_192811,below_good,32,120000000
S0928,qwen3p8-2p4t-a95b_20260815_030703,above_good,21,39500000
S0929,deepseek-v4-flash-0731_20260815_030703,below_good,1,23700000
S0930,claude-opus-4-7_20260815_042213,above_good,48,30000000
S0931,qwen3p8-2p4t-a95b_20260815_030703,above_good,38,39500000
S0932,deepseek-v4-flash-0731_20260815_030703,below_good,23,23700000
S0933,claude-opus-4-7_20260815_042213,above_good,9,30000000
S0934,glm-5p2_20260815_030703,above_good,72,20874000
S0935,inkling_20260815_030703,below_good,23,40000000
S0936,qwen3.5-122b-a10b_20260815_030702,above_good,54,41000000
S0937,inkling-small_20260815_192811,above_good,10,120000000
S0938,qwen3p8-2p4t-a95b_20260815_030703,below_good,69,39500000
S0939,deepseek-v4-pro-0813_20260815_030703,above_good,28,30000000
S0940,qwen3.5-122b-a10b_20260815_030702,above_good,55,41000000
S0941,deepseek-v4-pro-0813_20260815_030703,above_good,45,30000000
S0942,qwen3p8-2p4t-a95b_20260815_030703,below_good,16,39500000
S0943,qwen3.5-122b-a10b_20260815_030702,below_good,80,41000000
S0944,qwen3.5-122b-a10b_20260815_030702,above_good,8,41000000
S0945,glm-5p2_20260815_030703,above_good,70,20874000
S0946,kimi-k3_20260815_030702,below_good,84,39600000
S0947,inkling_20260815_030703,above_good,71,40000000
S0948,deepseek-v4-pro-0813_20260815_030703,below_good,56,30000000
S0949,inkling-small_20260815_192811,below_good,6,120000000
S0950,qwen3.5-122b-a10b_20260815_030702,above_good,66,41000000
S0951,deepseek-v4-pro-0813_20260815_030703,below_good,41,30000000
S0952,glm-5p2_20260815_030703,above_good,64,20874000
S0953,inkling_20260815_030703,above_good,82,40000000
S0954,deepseek-v4-flash-0731_20260815_030703,above_good,71,23700000
S0955,glm-5p2_20260815_030703,below_good,0,20874000
S0956,inkling_20260815_030703,above_good,69,40000000
S0957,kimi-k3_20260815_030702,below_good,8,39600000
S0958,qwen3.5-122b-a10b_20260815_030702,below_good,24,41000000
S0959,inkling_20260815_030703,above_good,57,40000000
S0960,deepseek-v4-flash-0731_20260815_030703,below_good,54,23700000
S0961,deepseek-v4-pro-0813_20260815_030703,below_good,40,30000000
S0962,deepseek-v4-flash-0731_20260815_030703,above_good,21,23700000
S0963,inkling_20260815_030703,above_good,80,40000000
S0964,inkling_20260815_030703,below_good,94,40000000
S0965,qwen3p8-2p4t-a95b_20260815_030703,above_good,34,39500000
S0966,claude-opus-4-7_20260815_042213,below_good,18,30000000
S0967,qwen3p8-2p4t-a95b_20260815_030703,below_good,99,39500000
S0968,inkling_20260815_030703,above_good,93,40000000
S0969,claude-opus-4-7_20260815_042213,above_good,72,30000000
S0970,inkling-small_20260815_192811,below_good,89,120000000
S0971,inkling-small_20260815_192811,above_good,72,120000000
S0972,inkling_20260815_030703,below_good,1,40000000
S0973,kimi-k3_20260815_030702,below_good,23,39600000
S0974,qwen3p8-2p4t-a95b_20260815_030703,above_good,29,39500000
S0975,deepseek-v4-pro-0813_20260815_030703,above_good,25,30000000
S0976,inkling-small_20260815_192811,below_good,67,120000000
S0977,inkling-small_20260815_192811,above_good,34,120000000
S0978,deepseek-v4-pro-0813_20260815_030703,above_good,88,30000000
S0979,inkling_20260815_030703,below_good,20,40000000
S0980,qwen3.5-122b-a10b_20260815_030702,below_good,5,41000000
S0981,inkling_20260815_030703,above_good,62,40000000
S0982,kimi-k3_20260815_030702,above_good,74,39600000
S0983,claude-opus-4-7_20260815_042213,below_good,91,30000000
S0984,deepseek-v4-pro-0813_20260815_030703,below_good,59,30000000
S0985,qwen3p8-2p4t-a95b_20260815_030703,above_good,27,39500000
S0986,inkling_20260815_030703,below_good,17,40000000
S0987,qwen3p8-2p4t-a95b_20260815_030703,below_good,88,39500000
S0988,glm-5p2_20260815_030703,below_good,7,20874000
S0989,glm-5p2_20260815_030703,above_good,92,20874000
S0990,inkling-small_20260815_192811,below_good,97,120000000
S0991,glm-5p2_20260815_030703,below_good,80,20874000
S0992,qwen3.5-122b-a10b_20260815_030702,below_good,27,41000000
S0993,claude-opus-4-7_20260815_042213,above_good,98,30000000
S0994,deepseek-v4-flash-0731_20260815_030703,below_good,51,23700000
S0995,qwen3p8-2p4t-a95b_20260815_030703,below_good,34,39500000
S0996,glm-5p2_20260815_030703,below_good,31,20874000
S0997,claude-opus-4-7_20260815_042213,above_good,64,30000000
S0998,deepseek-v4-flash-0731_20260815_030703,above_good,76,23700000
S0999,deepseek-v4-flash-0731_20260815_030703,above_good,41,23700000
S1000,kimi-k3_20260815_030702,below_good,42,39600000
