model,condition,row_i,trace_id,N,S,N_confidence,S_confidence,N_rule,S_rule,N_span,S_span,decomposition_other,product,Y,Y_source,Y_status,product_to_Y_ratio,gate_pass
glm-5p2_20260815_030703,below_good,37,glm-5p2_20260815_030703|below_good|37,117000.0,120.0,clear,clear,context_n,context_s,"117,000 * 120 = 14,040,000.","I think counting the ""black spots"" as the entire dark patch, there's about 100-150 of them on an average giraffe. I'll go with an average of 120 spots.",mapped_surface_area_density,14040000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,38,glm-5p2_20260815_030703|below_good|38,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,39,glm-5p2_20260815_030703|below_good|39,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,17550000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,40,glm-5p2_20260815_030703|below_good|40,36000.0,120.0,clear,clear,context_n,context_s,"* Justification: Population ~120,000. Spots per giraffe ~300. 120,000 * 300 = 36,000,000.","* Justification: Population ~120,000. Spots per giraffe ~300. 120,000 * 300 = 36,000,000.",mapped_surface_area_density,4320000.0,36000000.0,h6_existing_parser,clear,0.12,false
glm-5p2_20260815_030703,below_good,41,glm-5p2_20260815_030703|below_good|41,117000.0,175.0,clear,clear,multiplication_pair,multiplication_pair,"175 * 117,000 = 20,475,000.","175 * 117,000 = 20,475,000.",,20475000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,42,glm-5p2_20260815_030703|below_good|42,25000.0,200.0,clear,clear,context_n,context_s,"""My most accurate point estimate is 25,000,000.""","Let's go with 117,000 giraffes and 200 spots.",,5000000.0,25850000.0,h6_existing_parser,clear,0.19342359767891681,false
glm-5p2_20260815_030703,below_good,43,glm-5p2_20260815_030703|below_good|43,120000.0,250.0,clear,clear,context_n,context_s,"250 spots * 120,000 giraffes = 30,000,000.","250 spots * 120,000 giraffes = 30,000,000.",mapped_surface_area_density,30000000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,44,glm-5p2_20260815_030703|below_good|44,117000.0,130.0,clear,clear,multiplication_pair,multiplication_pair,"130 * 117,000 = 15,210,000.","130 * 117,000 = 15,210,000.",,15210000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,45,glm-5p2_20260815_030703|below_good|45,120000.0,165.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 * 165 = 19,800,000.","120,000 * 165 = 19,800,000.",mapped_surface_area_density,19800000.0,19800000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,46,glm-5p2_20260815_030703|below_good|46,119000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"I will just give 23,800,000 as a reasonable, defensible middle ground that is mathematically sound (119k population * 200 spots).","I will just give 23,800,000 as a reasonable, defensible middle ground that is mathematically sound (119k population * 200 spots).",,23800000.0,23800000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,47,glm-5p2_20260815_030703|below_good|47,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"erage adult giraffe has roughly 200 individual black spots covering its neck, torso, and upper legs. Calves have proportional numbers of spots that expand as they grow. Therefore, 117,000 * 200 = 23,400,000.","erage adult giraffe has roughly 200 individual black spots covering its neck, torso, and upper legs. Calves have proportional numbers of spots that expand as they grow. Therefore, 117,000 * 200 = 23,400,000.",,23400000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,48,glm-5p2_20260815_030703|below_good|48,118000.0,175.0,clear,clear,multiplication_pair,multiplication_pair,"118,000 * 175 = 20,650,000.","118,000 * 175 = 20,650,000.",,20650000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,49,glm-5p2_20260815_030703|below_good|49,117000.0,150.0,ambiguous,ambiguous,context_n,context_s,"In the wild, there are about 117,000 giraffes (recent estimates say around 68,000 to 117,000, let's use 100,000 for simplicity, or maybe exactly 117,000).",Let's refine the average number of spots. A study or general knowledge on giraffe spots: usually around 100-150 spots. Let's use a mean of 140.,species_weighted_or_sum_unmapped,17550000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,50,glm-5p2_20260815_030703|below_good|50,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,15210000.0,local_parser_final_label_same_line_number,clear,1.1538461538461537,true
glm-5p2_20260815_030703,below_good,51,glm-5p2_20260815_030703|below_good|51,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 giraffes * 200 spots = 23,400,000.","117,000 giraffes * 200 spots = 23,400,000.",,23400000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,52,glm-5p2_20260815_030703|below_good|52,117000.0,158.0,clear,clear,context_n,context_s,"3. Multiplying 117,000 giraffes by an average of 158 spots gives about 18.48 million spots.","3. Multiplying 117,000 giraffes by an average of 158 spots gives about 18.48 million spots.",mapped_surface_area_density,18486000.0,18447500.0,local_parser_final_label_same_line_number,clear,1.0020870036590324,true
glm-5p2_20260815_030703,below_good,53,glm-5p2_20260815_030703|below_good|53,119000.0,130.0,clear,clear,context_n,context_s,"1. Population: Giraffe Conservation Foundation estimates ~117,000 wild giraffes. Add ~2,000 in captivity = ~119,000 total giraffes.","3. Math: 119,000 * 130 = 15,470,000.",,15470000.0,15470000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,54,glm-5p2_20260815_030703|below_good|54,120000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"Let's be safely in the middle. 120,000 * 300 = 36,000,000.","Let's be safely in the middle. 120,000 * 300 = 36,000,000.",,36000000.0,36000000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,55,glm-5p2_20260815_030703|below_good|55,119000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"119,000 * 150 = 17,850,000.","119,000 * 150 = 17,850,000.",,17850000.0,17850000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,56,glm-5p2_20260815_030703|below_good|56,117000.0,533.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 533 = 62,361,000.","117,000 * 533 = 62,361,000.",mapped_surface_area_density,62361000.0,70200000.0,h6_existing_parser,clear,0.8883333333333333,true
glm-5p2_20260815_030703,below_good,57,glm-5p2_20260815_030703|below_good|57,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"So 117,000 * 200 = 23,400,000.","So 117,000 * 200 = 23,400,000.",,23400000.0,23400000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,58,glm-5p2_20260815_030703|below_good|58,119000.0,170.0,clear,clear,multiplication_pair,multiplication_pair,"119,000 * 170 = 20,230,000.","119,000 * 170 = 20,230,000.",mapped_surface_area_density,20230000.0,20230000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,59,glm-5p2_20260815_030703|below_good|59,120000.0,75.0,clear,clear,context_n,context_s,"- Total giraffe population: ~117,000 wild + ~3,000 captive = 120,000","- Captive giraffes (mix of species, ~3,000): ~75 spots each = 225,000",mapped_species_weighted,9000000.0,9695000.0,h6_existing_parser,clear,0.9283135636926251,true
glm-5p2_20260815_030703,below_good,60,glm-5p2_20260815_030703|below_good|60,18800.0,165.0,clear,clear,context_n,context_s,"- Calculation: 117,500 giraffes * 160 spots/giraffe = 18,800,000.","Let's adjust it: 117,500 * 165 = 19,387,500.",,3102000.0,19890000.0,local_parser_opening_answer_number,clear,0.1559577677224736,false
glm-5p2_20260815_030703,below_good,61,glm-5p2_20260815_030703|below_good|61,57500.0,142.0,clear,clear,context_n,context_s,"Let's just give a clear, single number: 57,500,000.","Is there a trivia fact about ""142 spots"" or something?",,8165000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,62,glm-5p2_20260815_030703|below_good|62,119000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"This confirms 119,000 * 150 = 17,850,000.","This confirms 119,000 * 150 = 17,850,000.",,17850000.0,17850000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,63,glm-5p2_20260815_030703|below_good|63,119180.0,230.0,clear,clear,multiplication_pair,multiplication_pair,"119,180 * 230 = 27,411,400.","119,180 * 230 = 27,411,400.",,27411400.0,26180000.0,h6_existing_parser,clear,1.0470359052711995,true
glm-5p2_20260815_030703,below_good,64,glm-5p2_20260815_030703|below_good|64,120000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 x 150 = 18,000,000.","120,000 x 150 = 18,000,000.",,18000000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,65,glm-5p2_20260815_030703|below_good|65,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"Wait, let's use 117,000 * 300 = 35,100,000.","Wait, let's use 117,000 * 300 = 35,100,000.",mapped_surface_area_density,35100000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,66,glm-5p2_20260815_030703|below_good|66,15000.0,150.0,clear,clear,context_n,context_s,"Let's give a single number: 15,000,000.","Let's assume 100,000 giraffes * 150 spots = 15,000,000.",,2250000.0,15000000.0,local_parser_final_label_same_line_number,clear,0.15,false
glm-5p2_20260815_030703,below_good,67,glm-5p2_20260815_030703|below_good|67,28798.0,250.0,clear,clear,context_n,context_s,"119,000 * 242 = 28,798,000.","- Giraffes in captivity (2,000) x 250 spots",,7199500.0,28820000.0,local_parser_final_label_same_line_number,clear,0.2498091603053435,false
glm-5p2_20260815_030703,below_good,68,glm-5p2_20260815_030703|below_good|68,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 300 = 35,100,000.","117,000 * 300 = 35,100,000.",mapped_surface_area_density,35100000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,69,glm-5p2_20260815_030703|below_good|69,118000.0,600.0,clear,clear,multiplication_pair,multiplication_pair,"600 * 118,000 = 70,800,000.","600 * 118,000 = 70,800,000.",,70800000.0,70800000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,70,glm-5p2_20260815_030703|below_good|70,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,71,glm-5p2_20260815_030703|below_good|71,117000.0,200.0,clear,clear,context_n,context_s,"* Justification: ~117,000 giraffes in the wild (current estimate). Average of ~200 spots per giraffe (based on visual estimates of body, neck, and legs). Result: 117,000 * 200","* Justification: ~117,000 giraffes in the wild (current estimate). Average of ~200 spots per giraffe (based on visual estimates of body, neck, and legs). Result: 117,000 * 200 = 23,400,000.",,23400000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,72,glm-5p2_20260815_030703|below_good|72,117000.0,125.0,clear,clear,multiplication_pair,multiplication_pair,"3. Calculation: 117,000 * 125 = 14,625,000.","3. Calculation: 117,000 * 125 = 14,625,000.",,14625000.0,14625000.0,local_parser_final_label_same_line_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,73,glm-5p2_20260815_030703|below_good|73,16380.0,140.0,clear,clear,context_n,context_s,"3. Multiplying the estimated population (117,000) by the average number of spots (140) gives 16,380,000.","3. Multiplying the estimated population (117,000) by the average number of spots (140) gives 16,380,000.",mapped_surface_area_density,2293200.0,16380000.0,h6_existing_parser,clear,0.14,false
glm-5p2_20260815_030703,below_good,74,glm-5p2_20260815_030703|below_good|74,119000.0,138.0,clear,clear,multiplication_pair,multiplication_pair,"* 119,000 * 138 = 16,422,000. So 16,500,000 is a very solid point estimate based on these assumptions.","* 119,000 * 138 = 16,422,000. So 16,500,000 is a very solid point estimate based on these assumptions.",mapped_surface_area_density,16422000.0,16900000.0,h6_existing_parser,clear,0.971715976331361,true
glm-5p2_20260815_030703,below_good,75,glm-5p2_20260815_030703|below_good|75,119000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"119,000 * 150 = 17,850,000.","119,000 * 150 = 17,850,000.",,17850000.0,17850000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,76,glm-5p2_20260815_030703|below_good|76,117180.0,450.0,clear,clear,context_n,context_s,"* Population: 117,180",* Spots per giraffe: 450,mapped_surface_area_density,52731000.0,52731000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,77,glm-5p2_20260815_030703|below_good|77,119000.0,122.3,clear,clear,multiplication_pair,multiplication_pair,"119,000 * 122.3 = 14,553,700.","119,000 * 122.3 = 14,553,700.",mapped_species_weighted,14553700.0,14553700.0,local_parser_final_label_next_line_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,78,glm-5p2_20260815_030703|below_good|78,120000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"- 120,000 * 250 = 30,000,000.","- 120,000 * 250 = 30,000,000.",,30000000.0,30000000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,79,glm-5p2_20260815_030703|below_good|79,18000.0,155.0,clear,clear,context_n,context_s,"Let's do 150 spots * 120,000 giraffes = 18,000,000.",Spots: Let's say 155 spots.,,2790000.0,19068800.0,local_parser_final_label_next_line_number,clear,0.1463123007215976,false
glm-5p2_20260815_030703,below_good,80,glm-5p2_20260815_030703|below_good|80,118500.0,240.0,clear,clear,multiplication_pair,multiplication_pair,"118,500 * 240 = 28,440,000.","118,500 * 240 = 28,440,000.",,28440000.0,27496000.0,h6_existing_parser,clear,1.0343322665114927,true
glm-5p2_20260815_030703,below_good,81,glm-5p2_20260815_030703|below_good|81,117000.0,666.0,clear,clear,context_n,context_s,"- 117,000 giraffes * 666 spots = 77,922,000.","- 117,000 giraffes * 666 spots = 77,922,000.",mapped_surface_area_density,77922000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,82,glm-5p2_20260815_030703|below_good|82,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"Calculation: 117,000 * 150 = 17,550,000.","Calculation: 117,000 * 150 = 17,550,000.",,17550000.0,17550000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,83,glm-5p2_20260815_030703|below_good|83,120000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 * 250 = 30,000,000.","120,000 * 250 = 30,000,000.",,30000000.0,30000000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,84,glm-5p2_20260815_030703|below_good|84,117000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 250 = 29,250,000.","117,000 * 250 = 29,250,000.",mapped_surface_area_density,29250000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,85,glm-5p2_20260815_030703|below_good|85,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"Calculation: 117,000 * 150 = 17,550,000.","Calculation: 117,000 * 150 = 17,550,000.",,17550000.0,17550000.0,local_parser_final_label_same_line_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,86,glm-5p2_20260815_030703|below_good|86,117000.0,305.0,clear,clear,context_n,context_s,"Total giraffes: 117,000",Average spots per giraffe: 305,mapped_surface_area_density,35685000.0,35831250.0,h6_existing_parser,clear,0.9959183673469387,true
glm-5p2_20260815_030703,below_good,87,glm-5p2_20260815_030703|below_good|87,118000.0,90.0,clear,clear,multiplication_pair,multiplication_pair,"* Accurate math: 118,000 * 90 = 10,620,000.","* Accurate math: 118,000 * 90 = 10,620,000.",,10620000.0,10620000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,below_good,88,glm-5p2_20260815_030703|below_good|88,122000.0,75.0,clear,clear,context_n,context_s,"Justification: ~122,000 giraffes alive globally, average of 75 spots per giraffe.","Justification: ~122,000 giraffes alive globally, average of 75 spots per giraffe.",mapped_surface_area_density,9150000.0,9000000.0,local_parser_opening_answer_number,clear,1.0166666666666666,true
glm-5p2_20260815_030703,below_good,89,glm-5p2_20260815_030703|below_good|89,117000.0,130.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 130 = 15,210,000.","117,000 * 130 = 15,210,000.",,15210000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,90,glm-5p2_20260815_030703|below_good|90,117000.0,210.0,clear,clear,multiplication_pair,multiplication_pair,"Since I must provide a single number, I will calculate 117,000 * 210 = 24,570,000.","Since I must provide a single number, I will calculate 117,000 * 210 = 24,570,000.",,24570000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,91,glm-5p2_20260815_030703|below_good|91,119000.0,177.0,clear,clear,context_n,context_s,* Justification: Breakdown of population (~117k wild + 2k captive = 119k) and average spots per giraffe based on surface area and average spot size (~177 spots).,Justification: Breakdown of population (~117k wild + 2k captive = 119k) and average spots per giraffe based on surface area and average spot size (~177 spots).,mapped_surface_area_density,21063000.0,21063000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,92,glm-5p2_20260815_030703|below_good|92,119000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"250 * 119,000 = 29,750,000.","250 * 119,000 = 29,750,000.",mapped_species_weighted,29750000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,93,glm-5p2_20260815_030703|below_good|93,120000.0,330.0,clear,clear,multiplication_pair,multiplication_pair,"3. Calculation: 120,000 giraffes × 330 spots/giraffe = 39,600,000 spots.","3. Calculation: 120,000 giraffes × 330 spots/giraffe = 39,600,000 spots.",mapped_surface_area_density,39600000.0,39600000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,94,glm-5p2_20260815_030703|below_good|94,117000.0,125.0,clear,clear,context_n,context_s,"117,000 giraffes.",Average number of spots per giraffe: ~125 (based on average surface area and spot density across different giraffe species).,,14625000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,95,glm-5p2_20260815_030703|below_good|95,117000.0,130.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 130 = 15,210,000.","117,000 * 130 = 15,210,000.",,15210000.0,16380000.0,h6_existing_parser,clear,0.9285714285714286,true
glm-5p2_20260815_030703,below_good,96,glm-5p2_20260815_030703|below_good|96,21420.0,180.0,clear,clear,context_n,context_s,"119,000 giraffes × 180 spots/giraffe = 21,420,000.","119,000 giraffes × 180 spots/giraffe = 21,420,000.",,3855600.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,below_good,97,glm-5p2_20260815_030703|below_good|97,120000.0,120.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 giraffes * 120 spots = 14,400,000.","120,000 giraffes * 120 spots = 14,400,000.",mapped_species_weighted,14400000.0,14400000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,below_good,98,glm-5p2_20260815_030703|below_good|98,117000.0,180.0,clear,clear,multiplication_pair,multiplication_pair,"Multiplying them: 117,000 * 180 = 21,060,000.","Multiplying them: 117,000 * 180 = 21,060,000.",,21060000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,below_good,99,glm-5p2_20260815_030703|below_good|99,120000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"- 120,000 * 150 = 18,000,000.","- 120,000 * 150 = 18,000,000.",mapped_species_weighted,18000000.0,18000000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,0,glm-5p2_20260815_030703|above_good|0,119000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"Total spots: 119,000 * 250 = 29,750,000.","Total spots: 119,000 * 250 = 29,750,000.",,29750000.0,29750000.0,local_parser_final_label_next_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,1,glm-5p2_20260815_030703|above_good|1,117000.0,75.0,clear,clear,context_n,context_s,"Number of giraffes = 117,000",Average spots = 75,,8775000.0,8775000.0,local_parser_final_label_next_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,2,glm-5p2_20260815_030703|above_good|2,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,17550000.0,local_parser_final_label_next_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,3,glm-5p2_20260815_030703|above_good|3,117000.0,120.0,ambiguous,ambiguous,context_n,context_s,"- Giraffe population: IUCN estimates ~117,000 mature individuals, but including younger giraffes, it's around 120,000. Let's use 120,000.","- Giraffe population: IUCN estimates ~117,000 mature individuals, but including younger giraffes, it's around 120,000. Let's use 120,000.",species_weighted_or_sum_unmapped,14040000.0,240000000.0,h6_existing_parser,clear,0.0585,false
glm-5p2_20260815_030703,above_good,4,glm-5p2_20260815_030703|above_good|4,22800.0,120.0,clear,clear,context_n,context_s,"Population ~ 120,000. Average spots per giraffe ~ 190. Total ~ 22,800,000.","Population ~ 120,000. Average spots per giraffe ~ 190. Total ~ 22,800,000.",,2736000.0,22800000.0,h6_existing_parser,clear,0.12,false
glm-5p2_20260815_030703,above_good,5,glm-5p2_20260815_030703|above_good|5,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"Let's refine spots: An average number of spots is roughly 300. Some web pages say an average giraffe has about 300 spots. 117,000 * 300 = 35,100,000.","Let's refine spots: An average number of spots is roughly 300. Some web pages say an average giraffe has about 300 spots. 117,000 * 300 = 35,100,000.",,35100000.0,35100000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,6,glm-5p2_20260815_030703|above_good|6,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 200 = 23,400,000.","117,000 * 200 = 23,400,000.",,23400000.0,23400000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,7,glm-5p2_20260815_030703|above_good|7,120000.0,50.0,clear,clear,multiplication_pair,multiplication_pair,"- 120,000 * 50 = 6,000,000","- 120,000 * 50 = 6,000,000",,6000000.0,5850000.0,h6_existing_parser,clear,1.0256410256410255,true
glm-5p2_20260815_030703,above_good,8,glm-5p2_20260815_030703|above_good|8,117000.0,40.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 40 = 4,680,000.","117,000 * 40 = 4,680,000.",,4680000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,9,glm-5p2_20260815_030703|above_good|9,23400.0,187.5,clear,clear,context_n,context_s,"117,000 * 200 = 23,400,000.","Why? 120,000 giraffes * 187.5 spots = 22,500,000.",mapped_surface_area_density,4387500.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,10,glm-5p2_20260815_030703|above_good|10,120000.0,50.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 * 50 = 6,000,000.","120,000 * 50 = 6,000,000.",,6000000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,11,glm-5p2_20260815_030703|above_good|11,117000.0,185.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 185 = 21,645,000.","117,000 * 185 = 21,645,000.",,21645000.0,21420000.0,h6_existing_parser,clear,1.0105042016806722,true
glm-5p2_20260815_030703,above_good,12,glm-5p2_20260815_030703|above_good|12,117000.0,200.0,clear,clear,context_n,context_s,"Wait, another estimate: GCF (Giraffe Conservation Foundation) estimates there are approx 117,000 giraffes in the wild.","120,000 * 200 = 24,000,000.",,23400000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,13,glm-5p2_20260815_030703|above_good|13,29250.0,250.0,clear,clear,context_n,context_s,"Estimate = 29,250,000.",Spots per giraffe: ~250,,7312500.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,14,glm-5p2_20260815_030703|above_good|14,120000.0,650.0,clear,clear,multiplication_pair,multiplication_pair,"6. Total spots: 120,000 giraffes * 650 spots/giraffe = 78,000,000 spots.","6. Total spots: 120,000 giraffes * 650 spots/giraffe = 78,000,000 spots.",mapped_surface_area_density,78000000.0,78000000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,15,glm-5p2_20260815_030703|above_good|15,100000.0,117.0,ambiguous,ambiguous,context_n,context_s,"Let's estimate the number of giraffes in the world: approximately 100,000 to 117,000 (giraffe population is currently around 117,000 according to recent conservation data).","Population: 117,000.",demographic_or_habitat_sum_unmapped,11700000.0,23800000.0,h6_existing_parser,clear,0.49159663865546216,false
glm-5p2_20260815_030703,above_good,16,glm-5p2_20260815_030703|above_good|16,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 200 = 23,400,000.","117,000 * 200 = 23,400,000.",,23400000.0,23400000.0,local_parser_final_label_same_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,17,glm-5p2_20260815_030703|above_good|17,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 200 = 23,400,000.","117,000 * 200 = 23,400,000.",,23400000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,18,glm-5p2_20260815_030703|above_good|18,104130.0,671.0,clear,clear,context_n,context_s,"117,000 * 890 = 104,130,000.",Total ~ 671 spots.,,69871230.0,81900000.0,h6_existing_parser,clear,0.8531285714285715,true
glm-5p2_20260815_030703,above_good,19,glm-5p2_20260815_030703|above_good|19,117000.0,1500.0,clear,clear,multiplication_pair,multiplication_pair,"5. 117,000 giraffes * 1,500 spots = 175,500,000.","5. 117,000 giraffes * 1,500 spots = 175,500,000.",mapped_surface_area_density,175500000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,20,glm-5p2_20260815_030703|above_good|20,117000.0,180.0,clear,clear,multiplication_pair,multiplication_pair,"Wait, let's use 117,000 * 180 = 21,060,000.","Wait, let's use 117,000 * 180 = 21,060,000.",,21060000.0,21420000.0,h6_existing_parser,clear,0.9831932773109243,true
glm-5p2_20260815_030703,above_good,21,glm-5p2_20260815_030703|above_good|21,117000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"250 * 117,000 = 29,250,000.","250 * 117,000 = 29,250,000.",,29250000.0,29250000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,22,glm-5p2_20260815_030703|above_good|22,117000.0,120.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 120 = 14,040,000.","117,000 * 120 = 14,040,000.",,14040000.0,14040000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,23,glm-5p2_20260815_030703|above_good|23,117000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 250 = 29,250,000.","117,000 * 250 = 29,250,000.",,29250000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,24,glm-5p2_20260815_030703|above_good|24,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,25,glm-5p2_20260815_030703|above_good|25,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,18000000.0,local_parser_opening_answer_number,clear,0.975,true
