blinded_id,source_file,row_i,split,model,condition,anchor,provider
b_65628ee541f0419eee77,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,18,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_19f8b3a97f07f91fc920,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,19,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_2f59e4d351c9a75d0714,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,20,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_f135c6ae4eb6f005f26d,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,21,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_579e94d1f05b77d59dd7,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,22,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_9ea88c798166dffe384b,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,23,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_c5a778d8c98f7084932e,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,24,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_f5b07ed962bcac59c6fc,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,25,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_5c3bf25f9ef6de67bb3e,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,26,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_249e00f14b45f6d1e60f,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,27,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_47cfedbcc2b0c62cec30,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,28,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_0529a22d4f3f27535b1c,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,29,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_3b579e161395e2534290,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,30,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_0185165470c28d4b2541,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,31,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_ee3fd19e0d7732436620,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,32,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_9d033e5cf5f049eca45c,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,33,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_bb1afab37b28d6deea9f,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,34,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_46832b8bf41039ed5e15,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,35,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_8295831052e6834be90d,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,36,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_a75d5ffeea415d957a8a,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,37,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_bf83b488bb9d5b01d847,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,38,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_e3954fab146aafef78a8,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,39,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_36905082244647b2bfa9,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,40,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_747eef47824fc005f09a,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,41,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_7d6d51a631e762096a22,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,42,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_85382fb236da39550148,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,43,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_be4fc03dee0d747c7b56,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,44,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_9226e47bb466e7172a86,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,45,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_bd52eb8e3f3855f2e3e8,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,46,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_cf82450dadb898c4c50a,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,47,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_1a600fe01fb065f03f09,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,48,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_66619bdc1c93e32b2911,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,49,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_f9636b724094a2d42df3,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,0,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Novita
b_a0b27de90f0d8507910c,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,1,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,SiliconFlow
b_8dbc703e5cfe78b19af4,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,2,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,DeepInfra
b_a32a06ec384a7e140ea6,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,3,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,DeepInfra
b_c3ab4338ed41ae8d3681,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,4,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Together
b_02ba656fd7f12d38b108,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,5,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,DeepInfra
b_28747dff35d9e124725d,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,6,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_4e48ac5d1bb0f851a4a8,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,7,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,DeepInfra
b_6af0227229ca6ea5a520,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,8,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,DeepInfra
b_813c40cd369971afa9dc,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,9,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Venice
b_3c8d7128cf74c74ebf63,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,10,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Venice
b_a4a0022bfb33326a8a21,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,11,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Novita
b_b6f3aaf9c8c24bda2b1c,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,12,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Together
b_e8d216e52a2a2a7c21c5,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,13,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Venice
b_f00aed57e557cdc1aff8,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,14,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Venice
b_022350260b2474cf798a,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,15,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,SiliconFlow
b_0ccee3dd2444e891920e,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,16,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_e176f65c045a7e5bb6e2,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,17,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_a123808b74d098fb96f0,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,18,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_52f6bcd4e4144d4be0e1,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,19,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_378f13914e4467f76be8,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,20,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_a00dab2bc45176cc28d8,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,21,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_36cc1457cd94e15bb1e6,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,22,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_30025efbc4d23b9cb354,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,23,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_df13219a3bbe4ad29d37,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,24,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_7eb9aaad204fe611ed14,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,25,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_fe0892cba56508516cef,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,26,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_630dd26d05a1ac2ca659,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,27,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_4c1503f8669e6d7e5555,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,28,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_0825c63a98d6ada15cfd,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,29,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_5471e6c470fd107c34ac,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,30,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_db67e505f8949c90e530,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,31,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_86a4c022522198a11d68,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,32,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_642179cdcecec577dc90,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,33,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_d67a2e4c42a692bd0642,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,34,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_a7d6c2a4a2fcb4f71837,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,35,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_72d6e97227800c8b9c57,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,36,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_7392f7e7832cd47eac82,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,37,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_d0c72d209fdb3562f4d3,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,38,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_e748fb7e943ed6355dfb,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,39,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_426278ed9ec7424994c2,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,40,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_a67ab73818b579c5b80d,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,41,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_73eea55876ad38f67c32,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,42,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_e19cd139b79996383f90,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,43,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_1e1b1973f672c7e651ee,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,44,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_c53e5d0a761daa5f34dd,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,45,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_409fb6de0a4baedd45d7,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,46,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_6d853c73e71b13693db5,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,47,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_72683e8614855c8992ae,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,48,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
b_90f5848723a52a929852,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,49,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal
